KL00000785;KRS000116;MP003;TT0001;PR000046;2026-02-17 23:16:27;WA0016;WA0012;21869.72;28994.7;0.748765;0.759767;124.3;11.2;42.96;9.11;187.68;16.12
KL00002983;KRS000003;MP002;TT0006;PR000236;2025-10-20 17:18:50;WA0002;WA0009;88086.74;11806.07;7.312595;7.609685;115.31;0.03;18.54;6.53;105.94;7.57
KL00001246;KRS000217;MP007;TT0006;PR000237;2025-10-15 19:56:26;WA0015;WA0007;84856.26;36283.36;2.3088;2.36862;71.49;29.22;8.36;0.59;5.8;10.39
KL00002517;KRS000063;MP001;TT0010;PR000011;2025-04-29 07:27:15;WA0010;WA0014;4367.09;38061.77;0.114077;0.115397;46.59;14.56;2.34;4.18;33.81;7.5
KL00001370;KRS000215;MP001;TT0006;PR000113;2025-12-26 20:15:14;WA0007;WA0010;284265.33;8329.28;33.686914;34.569967;142.64;21.28;7.03;8.9;128.27;11.58
KL00000256;KRS000223;MP001;TT0008;PR000194;2025-03-28 21:14:22;WA0004;WA0002;25306.53;21648.35;1.163568;1.174395;90.59;6.61;84.74;4.59;102.84;1.17
KL00000486;KRS000216;MP010;TT0008;PR000062;2025-12-24 17:16:42;WA0015;WA0020;36909.22;21594.01;1.698897;1.719571;89.16;29.36;41.24;0.32;279.38;7.74
KL00002479;KRS000132;MP008;TT0009;PR000262;2025-06-20 10:13:01;WA0017;WA0010;398864.69;35636.27;11.076083;11.309239;84.48;15.25;50.47;2.56;68.95;6.96
KL00001652;KRS000176;MP007;TT0003;PR000272;2025-11-01 13:58:34;WA0015;WA0009;69175.95;46037.78;1.493907;1.511275;104.4;0.37;77.93;0.36;215.34;1.3
KL00001329;KRS000086;MP010;TT0006;PR000132;2026-01-15 11:20:52;WA0001;WA0004;8047.41;40639.39;0.196851;0.199189;114.16;28.23;38.46;8.57;219.41;1.76
KL00001342;KRS000188;MP009;TT0002;PR000196;2025-12-13 19:29:48;WA0009;WA0001;15535.44;26831.51;0.568369;0.589631;27.38;8.81;83.23;3.08;184.69;16.6
KL00000488;KRS000108;MP006;TT0001;PR000123;2025-12-16 09:03:05;WA0019;WA0009;62790.32;33538.38;1.862019;1.882367;121.54;6.5;10.58;9.05;125.45;4.72
KL00002207;KRS000226;MP010;TT0002;PR000044;2025-06-23 07:38:07;WA0012;WA0004;14900.42;25681.61;0.57799;0.582406;36.2;24.21;80.33;0.26;271.3;11.88
KL00001245;KRS000154;MP005;TT0001;PR000222;2025-08-26 10:45:18;WA0012;WA0018;17787.87;3339.02;5.304796;5.34975;114.09;18.49;90.78;4.94;171.57;1.86
KL00002881;KRS000203;MP009;TT0010;PR000038;2025-05-06 00:34:27;WA0002;WA0001;134866.86;31219.18;4.245402;4.394598;63.89;20.34;64.05;8.26;159.18;17.85
KL00001954;KRS000156;MP005;TT0003;PR000239;2025-04-29 11:34:53;WA0001;WA0014;467788.96;44439.95;10.413644;10.638988;83.57;0.89;74.04;7.43;106.67;3.07
KL00002779;KRS000166;MP008;TT0008;PR000006;2025-07-18 08:31:39;WA0019;WA0011;1425564.75;35113.08;40.372253;40.826249;149.77;1.0;5.87;0.83;24.03;15.73
KL00001695;KRS000151;MP009;TT0010;PR000048;2025-12-14 18:42:22;WA0014;WA0006;22824.5;38681.47;0.581501;0.598624;91.62;19.01;46.82;2.64;288.11;12.2
KL00002416;KRS000055;MP003;TT0006;PR000178;2026-01-29 09:32:59;WA0003;WA0020;224195.06;28672.18;7.788382;7.850125;20.44;25.84;40.35;2.12;280.02;16.7
KL00000594;KRS000195;MP008;TT0001;PR000227;2026-01-14 01:47:44;WA0018;WA0011;595422.17;28905.04;20.241219;20.957283;24.81;15.18;23.48;6.58;111.32;7.41
KL00000814;KRS000202;MP003;TT0002;PR000143;2025-07-19 05:27:34;WA0008;WA0017;94888.26;31716.08;2.978188;3.005418;47.0;25.73;47.73;6.01;234.71;13.44
KL00001519;KRS000140;MP006;TT0006;PR000053;2025-06-14 00:07:39;WA0008;WA0006;102681.83;45292.53;2.253289;2.280873;54.24;15.13;21.57;4.94;39.63;6.39
KL00000684;KRS000184;MP004;TT0003;PR000164;2025-04-27 13:44:43;WA0009;WA0008;20036.01;12630.65;1.578317;1.594285;110.81;17.07;79.77;4.82;174.95;8.65
KL00001791;KRS000126;MP004;TT0004;PR000085;2026-03-05 20:34:00;WA0012;WA0001;2093.66;714.56;2.886298;2.973702;128.5;9.77;32.61;5.23;299.71;6.1
KL00002124;KRS000122;MP009;TT0003;PR000088;2025-08-16 14:34:02;WA0017;WA0013;439.59;9440.38;0.04585;0.04728;78.24;22.45;57.65;8.66;226.0;0.47
KL00001753;KRS000130;MP008;TT0004;PR000081;2025-10-08 21:16:55;WA0013;WA0001;68713.35;26226.47;2.596614;2.643386;80.77;24.79;13.59;1.43;64.84;14.13
KL00000339;KRS000218;MP001;TT0002;PR000210;2025-12-24 18:28:23;WA0003;WA0012;13554.44;9978.52;1.351741;1.364983;141.17;22.42;98.82;2.15;93.72;1.91
KL00001170;KRS000087;MP007;TT0009;PR000228;2026-01-06 16:11:59;WA0017;WA0014;13684.61;10656.05;1.270043;1.298378;35.46;13.19;59.01;5.37;7.33;0.62
KL00002828;KRS000048;MP009;TT0010;PR000171;2025-07-13 02:16:32;WA0018;WA0003;5517.26;39924.91;0.136142;0.14024;98.21;23.3;98.45;8.68;120.15;16.55
KL00001856;KRS000166;MP008;TT0007;PR000187;2025-06-01 23:46:48;WA0009;WA0010;885792.44;16675.54;52.839098;53.399434;49.15;11.5;93.93;1.53;164.79;17.54
KL00002815;KRS000133;MP001;TT0008;PR000198;2025-04-06 02:41:13;WA0003;WA0018;245465.03;33921.05;7.098899;7.373828;6.65;21.87;57.03;7.97;64.71;11.98
KL00001393;KRS000169;MP009;TT0004;PR000039;2025-01-30 00:35:24;WA0017;WA0005;832.83;30856.01;0.02689;0.027092;21.86;17.47;99.99;3.77;95.31;3.71
KL00002077;KRS000205;MP002;TT0001;PR000192;2026-01-21 02:16:50;WA0008;WA0014;125180.89;32581.33;3.789873;3.894337;54.04;17.95;65.13;6.5;127.47;3.52
KL00002567;KRS000158;MP005;TT0002;PR000018;2026-03-28 19:40:24;WA0005;WA0007;194691.47;16023.28;12.003826;12.29725;81.94;17.47;79.36;0.02;290.03;10.97
KL00002108;KRS000008;MP009;TT0002;PR000266;2025-10-26 06:48:48;WA0003;WA0001;91832.33;23073.45;3.950385;4.009615;111.68;27.42;20.43;4.0;77.12;19.46
KL00002095;KRS000086;MP009;TT0009;PR000016;2026-01-30 14:13:41;WA0010;WA0009;736.56;39124.44;0.018689;0.018962;120.33;14.64;77.96;8.4;56.27;17.18
KL00002925;KRS000107;MP004;TT0009;PR000254;2026-01-21 10:03:54;WA0008;WA0003;3281.65;35783.65;0.091357;0.09206;138.34;1.64;30.44;5.12;92.63;4.81
KL00002422;KRS000085;MP007;TT0009;PR000241;2026-03-20 01:28:31;WA0009;WA0006;21399.69;5950.52;3.579634;3.612912;113.89;0.99;81.07;8.47;144.39;9.25
KL00002451;KRS000032;MP003;TT0007;PR000047;2025-06-27 17:38:06;WA0012;WA0020;199277.24;34618.47;5.710849;5.801921;1.11;1.72;68.6;1.07;26.29;10.56
KL00001835;KRS000181;MP004;TT0003;PR000009;2025-08-28 21:21:11;WA0016;WA0011;2180330.55;26341.55;81.765894;83.777178;130.93;15.99;61.1;1.67;127.28;0.49
KL00001072;KRS000034;MP008;TT0003;PR000060;2025-10-24 07:22:22;WA0013;WA0003;18238.88;27706.41;0.65012;0.666462;1.45;10.32;9.69;0.42;292.2;16.51
KL00001883;KRS000058;MP007;TT0003;PR000093;2025-09-09 21:04:04;WA0005;WA0007;330574.92;27206.61;12.116333;12.184742;32.3;13.46;3.2;0.3;171.88;17.75
KL00000373;KRS000222;MP005;TT0007;PR000160;2025-01-05 03:03:04;WA0020;WA0013;817.9;4210.03;0.191394;0.197156;122.39;1.08;46.54;1.43;149.82;0.73
KL00001157;KRS000183;MP010;TT0009;PR000187;2025-02-08 01:19:44;WA0001;WA0014;387552.32;36817.47;10.334939;10.717693;103.48;26.62;35.08;2.41;66.01;0.54
KL00001648;KRS000084;MP002;TT0001;PR000096;2025-11-24 11:58:08;WA0010;WA0019;137.55;13678.08;0.009865;0.010246;72.8;1.06;89.44;6.65;243.99;18.95
KL00000412;KRS000033;MP001;TT0010;PR000106;2025-06-22 06:03:42;WA0013;WA0015;30808.85;10230.42;2.958382;3.064607;140.13;25.05;82.7;1.5;292.76;9.56
KL00000383;KRS000162;MP007;TT0007;PR000104;2025-09-20 20:10:36;WA0011;WA0008;870.6;11901.42;0.072904;0.073397;119.3;6.76;98.03;9.55;111.76;5.56
KL00000907;KRS000130;MP001;TT0001;PR000052;2025-09-06 22:48:55;WA0001;WA0018;27258.88;14992.38;1.801168;1.835195;102.25;14.64;4.38;7.13;132.0;4.82
KL00000497;KRS000002;MP001;TT0004;PR000138;2025-11-01 06:53:23;WA0019;WA0009;71985.91;38450.05;1.837894;1.906493;55.53;25.26;51.09;6.75;216.98;5.81
KL00001178;KRS000129;MP002;TT0010;PR000083;2025-02-15 21:23:06;WA0001;WA0005;2380.33;10759.08;0.220677;0.221801;56.3;10.44;60.0;5.47;183.18;8.12
KL00000065;KRS000090;MP001;TT0008;PR000058;2026-01-14 06:57:49;WA0011;WA0004;243.02;45965.1;0.005205;0.005369;138.75;11.7;90.36;4.73;109.52;0.42
KL00001644;KRS000041;MP003;TT0009;PR000049;2025-11-01 09:12:41;WA0010;WA0007;1075.2;36695.09;0.028882;0.02972;51.87;16.14;74.35;6.36;250.33;12.78
KL00000675;KRS000001;MP005;TT0009;PR000006;2025-04-21 18:28:56;WA0016;WA0003;24709.42;44499.34;0.545838;0.564714;57.52;20.21;22.75;4.87;226.86;1.77
KL00001194;KRS000176;MP010;TT0008;PR000074;2025-12-31 15:04:07;WA0010;WA0011;4479.34;10972.35;0.401049;0.41543;54.5;11.05;1.53;5.59;20.02;2.9
KL00002529;KRS000150;MP006;TT0005;PR000010;2025-11-28 15:04:46;WA0016;WA0007;289300.4;48696.72;5.881851;5.999869;137.61;4.06;44.91;1.39;79.99;8.26
KL00000381;KRS000134;MP003;TT0005;PR000020;2025-01-20 14:23:36;WA0011;WA0002;199.55;32284.37;0.006153;0.006209;106.46;19.95;44.2;1.51;63.44;0.12
KL00001487;KRS000233;MP004;TT0002;PR000087;2025-09-19 00:31:20;WA0007;WA0009;23884.99;37175.84;0.63582;0.649154;27.97;5.6;2.82;5.75;93.25;1.39
KL00001516;KRS000100;MP004;TT0008;PR000137;2025-01-25 20:41:06;WA0020;WA0002;2075.43;17614.67;0.116397;0.119251;83.17;16.61;44.56;6.13;67.33;16.96
KL00001664;KRS000235;MP009;TT0003;PR000053;2025-01-21 18:16:48;WA0019;WA0014;372222.88;32621.01;11.187188;11.633865;65.11;3.27;81.22;7.81;283.05;5.7
KL00001138;KRS000067;MP008;TT0009;PR000210;2026-01-08 18:42:24;WA0012;WA0013;9574.73;8561.7;1.097932;1.13871;83.26;27.65;5.8;6.8;196.39;19.97
KL00001253;KRS000145;MP003;TT0006;PR000127;2026-03-22 20:32:37;WA0015;WA0001;38317.79;44043.44;0.85901;0.88099;25.59;12.96;0.83;5.2;190.45;15.29
KL00000439;KRS000174;MP003;TT0006;PR000129;2025-07-05 12:25:33;WA0011;WA0005;3.89;659.21;0.005873;0.005941;138.82;26.07;54.15;4.09;250.7;2.36
KL00000501;KRS000200;MP006;TT0003;PR000289;2026-02-16 07:04:02;WA0017;WA0007;13277.39;40485.14;0.32271;0.333204;132.26;25.51;33.89;0.15;132.75;4.39
KL00000062;KRS000014;MP004;TT0009;PR000278;2025-06-25 01:56:51;WA0017;WA0010;11485.57;1026.17;11.0202;11.365121;95.6;13.92;40.18;1.42;208.15;1.3
KL00002649;KRS000004;MP008;TT0002;PR000063;2025-01-14 19:56:21;WA0019;WA0015;2300.93;1846.69;1.235143;1.256811;72.76;29.15;75.95;3.48;213.47;0.49
KL00001788;KRS000131;MP008;TT0007;PR000060;2025-08-29 15:44:15;WA0016;WA0007;164324.19;27660.0;5.894279;5.987441;17.47;20.75;63.37;7.44;114.93;9.91
KL00002492;KRS000042;MP010;TT0007;PR000162;2025-12-26 01:21:39;WA0006;WA0014;19330.8;11406.37;1.669265;1.720209;32.77;28.9;94.78;4.89;17.65;13.53
KL00002600;KRS000011;MP006;TT0007;PR000041;2026-03-20 19:44:42;WA0013;WA0011;3355320.18;34193.53;96.206626;100.048056;138.59;7.97;68.52;3.08;11.21;8.97
KL00002124;KRS000200;MP009;TT0008;PR000119;2025-04-28 02:02:36;WA0013;WA0018;20883.26;4383.89;4.698953;4.82832;64.72;27.98;81.03;6.27;176.99;9.42
KL00000031;KRS000222;MP004;TT0007;PR000082;2025-07-28 12:22:11;WA0008;WA0015;5283.1;12592.6;0.413634;0.425446;69.37;16.02;6.74;9.69;160.03;5.26
KL00001177;KRS000221;MP008;TT0002;PR000039;2025-05-27 16:49:22;WA0014;WA0018;1248.84;7230.16;0.17192;0.173535;16.3;29.96;46.13;9.24;55.32;8.9
KL00001046;KRS000227;MP004;TT0006;PR000237;2026-02-23 17:40:30;WA0010;WA0004;30.43;14100.47;0.002117;0.0022;139.76;23.81;41.76;3.05;271.3;19.8
KL00000264;KRS000137;MP006;TT0010;PR000051;2025-11-05 05:56:32;WA0006;WA0013;1240.14;20180.93;0.060788;0.062113;108.92;0.41;86.82;5.22;183.3;4.47
KL00000797;KRS000141;MP006;TT0008;PR000024;2025-04-08 02:15:19;WA0017;WA0004;490.16;20289.58;0.023717;0.0246;1.47;15.89;4.72;6.77;283.48;17.94
KL00002082;KRS000073;MP007;TT0003;PR000020;2025-04-12 04:45:18;WA0018;WA0017;176312.2;39109.25;4.462826;4.553567;70.09;7.87;37.75;9.27;244.4;9.15
KL00001778;KRS000145;MP004;TT0002;PR000104;2025-03-03 01:36:16;WA0017;WA0003;293.67;9580.26;0.030088;0.031219;114.47;17.68;20.14;7.44;7.04;6.79
KL00002663;KRS000230;MP009;TT0004;PR000118;2025-01-03 21:14:49;WA0009;WA0019;3037.11;5686.05;0.532041;0.536224;42.93;12.37;58.06;7.25;63.29;13.81
KL00001668;KRS000225;MP004;TT0008;PR000285;2025-03-16 17:05:13;WA0005;WA0006;893299.95;31818.87;27.606474;28.542594;117.14;3.1;7.52;3.45;66.23;11.59
KL00001496;KRS000009;MP003;TT0002;PR000258;2026-02-20 19:47:15;WA0007;WA0013;3462.37;24385.45;0.140616;0.143354;97.75;7.33;31.09;9.13;144.7;10.42
KL00001654;KRS000127;MP005;TT0010;PR000007;2025-05-01 08:50:32;WA0001;WA0016;3654.85;8077.22;0.444125;0.460852;102.86;15.92;7.1;3.38;13.93;11.75
KL00001710;KRS000045;MP009;TT0009;PR000247;2026-02-22 10:54:04;WA0008;WA0015;12803.6;30518.19;0.416866;0.422215;97.22;9.87;63.42;2.23;228.27;1.16
KL00002279;KRS000115;MP009;TT0002;PR000080;2025-05-24 02:57:50;WA0009;WA0014;174622.9;28651.43;6.052843;6.13663;47.51;24.83;42.17;5.16;48.85;18.93
KL00000715;KRS000162;MP005;TT0009;PR000022;2025-12-08 01:25:10;WA0014;WA0004;809.0;43004.66;0.018737;0.018887;64.77;26.68;83.15;7.8;51.99;19.87
KL00002847;KRS000008;MP002;TT0010;PR000200;2026-01-23 08:56:35;WA0009;WA0013;5438.98;24611.53;0.216592;0.225393;41.54;29.51;84.88;5.61;298.62;5.11
KL00001793;KRS000144;MP004;TT0007;PR000054;2025-05-04 09:56:02;WA0005;WA0010;11391270.82;27470.1;411.410199;417.9476;49.46;5.57;81.63;5.44;292.67;8.51
KL00000288;KRS000206;MP003;TT0008;PR000246;2025-06-22 06:32:51;WA0015;WA0014;12492.83;1364.16;9.068328;9.247461;113.71;18.34;65.02;3.31;24.55;4.8
KL00002283;KRS000198;MP008;TT0005;PR000026;2025-11-28 17:12:23;WA0003;WA0014;1245271.2;29723.81;41.605972;42.183502;32.9;26.63;40.47;7.08;204.26;9.51
KL00001522;KRS000221;MP009;TT0005;PR000214;2025-03-08 20:07:57;WA0012;WA0008;138058.55;17198.42;7.943707;8.111087;107.17;26.68;36.22;1.38;184.77;19.29
KL00002069;KRS000138;MP009;TT0004;PR000120;2025-11-18 21:29:04;WA0015;WA0010;1250846.88;15671.53;78.393139;81.239888;135.6;5.7;61.95;9.88;16.07;2.61
KL00001094;KRS000090;MP007;TT0008;PR000167;2025-01-04 17:01:11;WA0002;WA0005;5844.49;6115.06;0.945345;0.96616;77.56;18.54;78.95;5.87;166.23;1.43
KL00001631;KRS000113;MP007;TT0004;PR000056;2025-01-03 22:46:14;WA0006;WA0019;2177.13;14658.45;0.147574;0.149474;118.84;29.79;72.62;0.31;68.09;5.11
KL00002561;KRS000229;MP009;TT0001;PR000081;2025-12-06 19:04:39;WA0017;WA0013;745.47;16009.33;0.045749;0.047381;2.28;12.4;85.32;6.14;180.11;18.36
KL00000013;KRS000160;MP004;TT0002;PR000254;2026-01-26 14:07:13;WA0008;WA0005;2516.41;31161.84;0.080505;0.081;101.44;23.83;58.81;1.81;271.02;1.32
KL00001653;KRS000094;MP006;TT0008;PR000192;2025-12-15 13:05:23;WA0010;WA0017;1694.28;18963.53;0.088129;0.09056;83.29;29.18;68.55;6.66;202.54;15.09
KL00001397;KRS000228;MP006;TT0006;PR000202;2025-02-16 09:46:55;WA0016;WA0007;155746.86;26216.21;5.860973;6.020748;143.49;8.52;5.08;4.04;234.75;14.93
KL00001555;KRS000250;MP002;TT0006;PR000060;2025-11-14 06:02:56;WA0007;WA0003;2063.89;22081.21;0.09257;0.094365;120.68;4.94;29.19;3.74;182.24;14.05
KL00000375;KRS000055;MP004;TT0007;PR000262;2025-03-08 01:27:18;WA0020;WA0015;9638.37;16474.22;0.580192;0.589923;118.81;7.89;78.53;3.84;61.21;15.5
KL00000740;KRS000050;MP004;TT0009;PR000214;2025-01-17 22:52:23;WA0018;WA0006;138908.37;40662.27;3.389058;3.44324;105.66;28.58;58.84;3.77;19.8;14.08
KL00002974;KRS000194;MP006;TT0009;PR000060;2026-02-04 11:40:29;WA0018;WA0002;1845.23;14493.54;0.126352;0.128277;2.95;12.57;22.31;3.06;136.25;6.67
KL00000566;KRS000145;MP004;TT0008;PR000200;2025-04-05 06:28:58;WA0020;WA0002;5103.03;43310.61;0.117203;0.118445;111.36;18.22;87.92;6.0;207.91;5.89
KL00000288;KRS000051;MP005;TT0006;PR000084;2025-03-08 04:09:50;WA0011;WA0015;932.12;30372.27;0.030293;0.031087;137.95;14.26;34.26;3.87;256.32;15.12
KL00001988;KRS000098;MP004;TT0007;PR000068;2025-07-14 03:47:03;WA0012;WA0015;145454.52;43189.57;3.301921;3.433711;66.31;2.21;68.1;1.09;237.31;5.7
KL00000968;KRS000124;MP007;TT0008;PR000205;2026-01-13 13:45:29;WA0020;WA0012;6991.65;40246.67;0.17129;0.17615;96.56;22.3;71.95;1.32;261.73;7.66
KL00000894;KRS000108;MP008;TT0006;PR000240;2025-03-04 03:12:37;WA0011;WA0015;895.31;29172.79;0.030549;0.03083;19.83;25.12;30.57;2.64;12.05;3.26
KL00002888;KRS000144;MP009;TT0003;PR000143;2025-08-20 21:42:13;WA0013;WA0019;54137.58;22398.91;2.386762;2.447186;143.39;7.07;38.87;4.86;231.13;10.42
