U00685;TO000001;OD000019;Kantor_19;89;42;88-940;833467543;oddzial19@kantor.pl;08:00;20:00
U00250;TO000001;OD000020;Kantor_20;11;21;58-937;560867219;oddzial20@kantor.pl;08:00;20:00
U00396;TO000001;OD000021;Kantor_21;66;19;13-933;777491296;oddzial21@kantor.pl;08:00;20:00
U00384;TO000001;OD000022;Kantor_22;132;29;72-044;659146773;oddzial22@kantor.pl;08:00;20:00
U00668;TO000001;OD000023;Kantor_23;50;6;22-171;788823037;oddzial23@kantor.pl;08:00;20:00
U00547;TO000001;OD000024;Kantor_24;2;14;95-644;614447526;oddzial24@kantor.pl;08:00;20:00
U00435;TO000001;OD000025;Kantor_25;27;45;65-662;538719394;oddzial25@kantor.pl;08:00;20:00
U00158;TO000001;OD000026;Kantor_26;7;22;14-089;539324737;oddzial26@kantor.pl;08:00;20:00
U00056;TO000001;OD000027;Kantor_27;46;36;19-588;622216316;oddzial27@kantor.pl;08:00;20:00
U00265;TO000001;OD000028;Kantor_28;105;41;61-443;669868236;oddzial28@kantor.pl;08:00;20:00
U00018;TO000001;OD000029;Kantor_29;100;35;10-656;886700431;oddzial29@kantor.pl;08:00;20:00
U00634;TO000001;OD000030;Kantor_30;17;38;15-717;538971163;oddzial30@kantor.pl;08:00;20:00
U00367;TO000001;OD000031;Kantor_31;129;44;48-621;546442137;oddzial31@kantor.pl;08:00;20:00
U00289;TO000001;OD000032;Kantor_32;113;43;13-485;583925525;oddzial32@kantor.pl;08:00;20:00
U00547;TO000001;OD000033;Kantor_33;57;26;79-302;840400678;oddzial33@kantor.pl;08:00;20:00
U00148;TO000001;OD000034;Kantor_34;77;47;92-382;505986222;oddzial34@kantor.pl;08:00;20:00
U00567;TO000001;OD000035;Kantor_35;143;3;10-586;820326654;oddzial35@kantor.pl;08:00;20:00
U00404;TO000001;OD000036;Kantor_36;138;6;49-215;898052459;oddzial36@kantor.pl;08:00;20:00
U00353;TO000001;OD000037;Kantor_37;55;42;75-145;586411714;oddzial37@kantor.pl;08:00;20:00
U00189;TO000001;OD000038;Kantor_38;57;17;34-117;597365824;oddzial38@kantor.pl;08:00;20:00
U00688;TO000001;OD000039;Kantor_39;146;49;80-472;846106994;oddzial39@kantor.pl;08:00;20:00
U00563;TO000001;OD000040;Kantor_40;19;5;42-100;605987761;oddzial40@kantor.pl;08:00;20:00
U00595;TO000001;OD000041;Kantor_41;125;;55-131;860399062;oddzial41@kantor.pl;08:00;20:00
U00672;TO000001;OD000042;Kantor_42;61;40;18-921;603883753;oddzial42@kantor.pl;08:00;20:00
U00326;TO000001;OD000043;Kantor_43;125;40;94-313;872297497;oddzial43@kantor.pl;08:00;20:00
U00599;TO000001;OD000044;Kantor_44;40;24;50-981;729945781;oddzial44@kantor.pl;08:00;20:00
U00173;TO000001;OD000045;Kantor_45;2;15;92-446;648541352;oddzial45@kantor.pl;08:00;20:00
U00369;TO000001;OD000046;Kantor_46;35;22;71-473;739099740;oddzial46@kantor.pl;08:00;20:00
U00368;TO000001;OD000047;Kantor_47;79;7;32-661;825680750;oddzial47@kantor.pl;08:00;20:00
U00084;TO000001;OD000048;Kantor_48;72;9;78-201;641323027;oddzial48@kantor.pl;08:00;20:00
U00642;TO000001;OD000049;Kantor_49;20;2;74-646;516747273;oddzial49@kantor.pl;08:00;20:00
U00596;TO000001;OD000050;Kantor_50;149;38;37-928;519679705;oddzial50@kantor.pl;08:00;20:00
U00565;TO000001;OD000051;Kantor_51;67;35;70-669;579796726;oddzial51@kantor.pl;08:00;20:00
U00375;TO000001;OD000052;Kantor_52;101;50;85-750;656228984;oddzial52@kantor.pl;08:00;20:00
U00138;TO000001;OD000053;Kantor_53;119;6;60-372;769599002;oddzial53@kantor.pl;08:00;20:00
U00011;TO000001;OD000054;Kantor_54;62;40;97-169;776025028;oddzial54@kantor.pl;08:00;20:00
U00144;TO000001;OD000055;Kantor_55;115;37;82-675;578490018;oddzial55@kantor.pl;08:00;20:00
U00496;TO000001;OD000056;Kantor_56;92;49;72-237;533748328;oddzial56@kantor.pl;08:00;20:00
U00271;TO000001;OD000057;Kantor_57;95;43;36-530;693945351;oddzial57@kantor.pl;08:00;20:00
U00398;TO000001;OD000058;Kantor_58;121;;15-040;848174073;oddzial58@kantor.pl;08:00;20:00
U00332;TO000001;OD000059;Kantor_59;27;34;91-849;646831677;oddzial59@kantor.pl;08:00;20:00
U00270;TO000001;OD000060;Kantor_60;149;12;58-669;703215583;oddzial60@kantor.pl;08:00;20:00
U00375;TO000001;OD000061;Kantor_61;20;25;38-528;717884872;oddzial61@kantor.pl;08:00;20:00
U00362;TO000001;OD000062;Kantor_62;89;31;87-006;769421677;oddzial62@kantor.pl;08:00;20:00
U00143;TO000001;OD000063;Kantor_63;113;5;75-658;650758456;oddzial63@kantor.pl;08:00;20:00
U00217;TO000001;OD000064;Kantor_64;39;24;87-734;563528052;oddzial64@kantor.pl;08:00;20:00
U00677;TO000001;OD000065;Kantor_65;59;22;24-493;862511038;oddzial65@kantor.pl;08:00;20:00
U00491;TO000001;OD000066;Kantor_66;123;11;92-853;720599832;oddzial66@kantor.pl;08:00;20:00
U00023;TO000001;OD000067;Kantor_67;63;37;85-164;572329420;oddzial67@kantor.pl;08:00;20:00
U00645;TO000001;OD000068;Kantor_68;132;37;28-057;589303841;oddzial68@kantor.pl;08:00;20:00
U00265;TO000001;OD000069;Kantor_69;47;26;86-992;802582968;oddzial69@kantor.pl;08:00;20:00
U00653;TO000001;OD000070;Kantor_70;5;47;94-841;652178541;oddzial70@kantor.pl;08:00;20:00
U00088;TO000001;OD000071;Kantor_71;56;31;71-174;617770048;oddzial71@kantor.pl;08:00;20:00
U00421;TO000001;OD000072;Kantor_72;37;50;33-638;854146225;oddzial72@kantor.pl;08:00;20:00
U00524;TO000001;OD000073;Kantor_73;68;44;53-944;743454928;oddzial73@kantor.pl;08:00;20:00
U00611;TO000001;OD000074;Kantor_74;18;25;26-111;508891995;oddzial74@kantor.pl;08:00;20:00
U00208;TO000001;OD000075;Kantor_75;134;33;97-429;580295055;oddzial75@kantor.pl;08:00;20:00
U00621;TO000001;OD000076;Kantor_76;25;40;86-039;785309281;oddzial76@kantor.pl;08:00;20:00
U00516;TO000001;OD000077;Kantor_77;31;43;26-923;823987987;oddzial77@kantor.pl;08:00;20:00
U00553;TO000001;OD000078;Kantor_78;1;50;96-664;731658093;oddzial78@kantor.pl;08:00;20:00
U00535;TO000001;OD000079;Kantor_79;108;3;99-542;730294142;oddzial79@kantor.pl;08:00;20:00
U00235;TO000001;OD000080;Kantor_80;124;25;54-603;898032895;oddzial80@kantor.pl;08:00;20:00
U00590;TO000001;OD000081;Kantor_81;26;17;71-784;624829404;oddzial81@kantor.pl;08:00;20:00
U00086;TO000001;OD000082;Kantor_82;73;35;62-263;601479887;oddzial82@kantor.pl;08:00;20:00
U00006;TO000001;OD000083;Kantor_83;2;8;76-007;701342633;oddzial83@kantor.pl;08:00;20:00
U00671;TO000001;OD000084;Kantor_84;53;21;62-370;557221430;oddzial84@kantor.pl;08:00;20:00
U00159;TO000001;OD000085;Kantor_85;110;17;43-875;787819121;oddzial85@kantor.pl;08:00;20:00
U00434;TO000001;OD000086;Kantor_86;145;18;97-406;609357203;oddzial86@kantor.pl;08:00;20:00
U00424;TO000001;OD000087;Kantor_87;142;31;32-379;800161212;oddzial87@kantor.pl;08:00;20:00
U00569;TO000001;OD000088;Kantor_88;124;20;83-352;878759534;oddzial88@kantor.pl;08:00;20:00
U00408;TO000001;OD000089;Kantor_89;36;43;25-765;623357529;oddzial89@kantor.pl;08:00;20:00
U00458;TO000001;OD000090;Kantor_90;42;33;61-804;681697433;oddzial90@kantor.pl;08:00;20:00
U00564;TO000002;OD000091;Kantor_91;14;41;10-823;548902810;oddzial91@kantor.pl;00:00;23:59
U00149;TO000002;OD000092;Kantor_92;121;;65-090;534402934;oddzial92@kantor.pl;00:00;23:59
U00270;TO000002;OD000093;Kantor_93;57;39;14-741;706333455;oddzial93@kantor.pl;00:00;23:59
U00411;TO000002;OD000094;Kantor_94;134;39;17-968;594097968;oddzial94@kantor.pl;00:00;23:59
U00656;TO000002;OD000095;Kantor_95;127;13;94-953;778181425;oddzial95@kantor.pl;00:00;23:59
U00293;TO000002;OD000096;Kantor_96;50;39;75-528;874977345;oddzial96@kantor.pl;00:00;23:59
U00238;TO000002;OD000097;Kantor_97;44;24;40-670;500154227;oddzial97@kantor.pl;00:00;23:59
U00162;TO000002;OD000098;Kantor_98;23;;61-361;859522075;oddzial98@kantor.pl;00:00;23:59
U00405;TO000002;OD000099;Kantor_99;104;34;11-754;877754144;oddzial99@kantor.pl;00:00;23:59
U00071;TO000002;OD000100;Kantor_100;24;47;81-936;812959459;oddzial100@kantor.pl;00:00;23:59
U00357;TO000002;OD000101;Kantor_101;89;;45-231;825538874;oddzial101@kantor.pl;00:00;23:59
U00200;TO000002;OD000102;Kantor_102;117;;83-004;640181026;oddzial102@kantor.pl;00:00;23:59
U00180;TO000002;OD000103;Kantor_103;105;36;19-515;657975246;oddzial103@kantor.pl;00:00;23:59
U00349;TO000002;OD000104;Kantor_104;30;17;78-832;808643801;oddzial104@kantor.pl;00:00;23:59
U00257;TO000002;OD000105;Kantor_105;114;;82-495;630606335;oddzial105@kantor.pl;00:00;23:59
U00348;TO000002;OD000106;Kantor_106;118;38;13-493;562421069;oddzial106@kantor.pl;00:00;23:59
U00265;TO000002;OD000107;Kantor_107;18;15;96-718;623442801;oddzial107@kantor.pl;00:00;23:59
U00324;TO000002;OD000108;Kantor_108;106;;76-548;505220097;oddzial108@kantor.pl;00:00;23:59
U00270;TO000002;OD000109;Kantor_109;64;26;96-766;683606030;oddzial109@kantor.pl;00:00;23:59
U00078;TO000002;OD000110;Kantor_110;142;;70-321;689804229;oddzial110@kantor.pl;00:00;23:59
U00224;TO000002;OD000111;Kantor_111;147;48;97-952;602095397;oddzial111@kantor.pl;00:00;23:59
U00511;TO000002;OD000112;Kantor_112;52;16;43-211;623054856;oddzial112@kantor.pl;00:00;23:59
U00208;TO000002;OD000113;Kantor_113;64;23;29-797;557278379;oddzial113@kantor.pl;00:00;23:59
U00123;TO000002;OD000114;Kantor_114;21;43;73-628;503556057;oddzial114@kantor.pl;00:00;23:59
U00555;TO000002;OD000115;Kantor_115;11;24;89-322;764323224;oddzial115@kantor.pl;00:00;23:59
U00589;TO000002;OD000116;Kantor_116;71;49;75-286;713609928;oddzial116@kantor.pl;00:00;23:59
U00228;TO000002;OD000117;Kantor_117;148;34;64-489;790322582;oddzial117@kantor.pl;00:00;23:59
U00034;TO000002;OD000118;Kantor_118;129;44;32-468;564622173;oddzial118@kantor.pl;00:00;23:59
U00531;TO000002;OD000119;Kantor_119;118;1;11-690;613146825;oddzial119@kantor.pl;00:00;23:59
U00389;TO000002;OD000120;Kantor_120;149;24;88-882;639425791;oddzial120@kantor.pl;00:00;23:59
